Order Number,Order Date,Net Amount,Line Number,Part Description,Unit Cost,Order Quantity,Line Cost,Vendor ID,Vendor Name,Location Name
QAH/00021     ,11/12/2023,9880,35,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,36,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,37,PPM TASK                                                    ,285.00,1,285,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,38,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,39,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,40,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,29,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,30,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,31,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,32,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,33,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,34,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,23,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,24,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,25,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,26,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,27,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,28,PPM TASK                                                    ,195.00,1,195,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,17,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,18,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,19,PPM TASK                                                    ,30.00,1,30,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,20,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,21,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,22,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,11,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,12,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,13,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,14,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,15,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,16,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,5,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,6,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,7,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,8,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,9,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,10,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,96,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,97,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,1,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,2,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,3,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,4,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,90,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,91,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,92,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,93,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,94,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,95,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,84,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,85,PPM TASK                                                    ,175.00,1,175,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,86,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,87,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,88,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,89,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,78,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,79,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,80,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,81,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,82,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,83,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,72,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,73,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,74,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,75,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,76,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,77,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,66,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,67,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,68,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,69,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,70,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,71,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,60,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,61,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,62,PPM TASK                                                    ,285.00,1,285,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,63,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,64,PPM TASK                                                    ,15.00,1,15,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,65,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,54,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,55,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,56,PPM TASK                                                    ,195.00,1,195,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,57,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,58,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,59,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,48,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,49,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,50,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,51,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,52,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,53,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,42,PPM TASK                                                    ,175.00,1,175,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,43,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,44,PPM TASK                                                    ,65.00,1,65,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,45,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,46,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,47,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,36,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,37,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,38,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,39,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,40,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,41,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,30,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,31,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,32,PPM TASK                                                    ,65.00,1,65,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,33,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,34,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,35,PPM TASK                                                    ,280.00,1,280,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,24,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,25,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,26,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,27,PPM TASK                                                    ,195.00,1,195,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,28,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,29,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,18,PPM TASK                                                    ,30.00,1,30,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,19,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,20,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,21,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,22,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,23,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,12,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,13,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,14,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,15,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,16,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,17,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,6,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,7,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,8,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,9,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,10,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,11,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,97,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,1,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,2,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,3,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,4,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00020     ,04/12/2023,9880,5,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,91,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,92,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,93,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,94,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,95,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,96,PPM TASK                                                    ,15.00,1,15,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,85,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,86,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,87,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,88,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,89,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,90,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,79,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,80,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,81,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,82,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,83,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00019     ,13/11/2023,9880,84,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
